# Source: K. Bogumil, J. Orphal, and J. P. Burrows
# University of Bremen - Institute of Environmental Physics
# P. O. Box 33 04 40
# D-28334 Bremen, Germany
# e-mail: Konstanze.Bogumil@iup.physik.uni-bremen.de
# SIGMA = (C0 + C1*(T-T0) + C2*(T-T0)^2) * 1.E-20 cm^2
# where T0 = 273.15 and T is in Kelvin
#
# wavelength
# (air nm)         C0          C1(T-T0)         C2((T-T0)^2)
   950.5      2.42227e-03      2.76041e-06     -1.81406e-08
   950.6      2.38737e-03      2.43127e-06     -2.17430e-08
   950.7      2.34724e-03      2.53204e-06     -1.66582e-08
   950.8      2.30339e-03      3.01255e-06     -5.08119e-09
   950.9      2.25683e-03      3.87124e-06      1.15409e-08
   951.0      2.21174e-03      4.89731e-06      2.91315e-08
   951.1      2.17632e-03      5.61459e-06      3.99492e-08
   951.2      2.15927e-03      5.55205e-06      3.61619e-08
   951.3      2.15333e-03      4.97827e-06      2.34868e-08
   951.4      2.14283e-03      4.54055e-06      1.47478e-08
   951.5      2.11604e-03      4.72822e-06      1.96173e-08
   951.6      2.08062e-03      5.28944e-06      3.19190e-08
   951.7      2.04858e-03      5.81843e-06      4.20362e-08
   951.8      2.02730e-03      6.03018e-06      4.39474e-08
   951.9      2.01475e-03      5.84836e-06      3.88453e-08
   952.0      2.00939e-03      5.14831e-06      2.75097e-08
   952.1      2.00929e-03      4.02795e-06      1.18593e-08
   952.2      2.01132e-03      2.90134e-06     -4.01121e-09
   952.3      2.01263e-03      2.16322e-06     -1.62622e-08
   952.4      2.00894e-03      1.83695e-06     -2.43326e-08
   952.5      1.99390e-03      1.75000e-06     -2.92842e-08
   952.6      1.96159e-03      1.79205e-06     -3.15933e-08
   952.7      1.91914e-03      1.93877e-06     -3.15973e-08
   952.8      1.87670e-03      2.20842e-06     -2.92447e-08
   952.9      1.84017e-03      2.60663e-06     -2.42754e-08
   953.0      1.80580e-03      3.05509e-06     -1.68208e-08
   953.1      1.76860e-03      3.47365e-06     -6.56025e-09
   953.2      1.72786e-03      3.81630e-06      5.48914e-09
   953.3      1.68864e-03      4.07591e-06      1.59799e-08
   953.4      1.65639e-03      4.23429e-06      2.13536e-08
   953.5      1.63134e-03      4.34453e-06      2.24284e-08
   953.6      1.61019e-03      4.51987e-06      2.31620e-08
   953.7      1.59072e-03      4.85539e-06      2.67183e-08
   953.8      1.57190e-03      5.25540e-06      3.17540e-08
   953.9      1.55322e-03      5.55284e-06      3.53015e-08
   954.0      1.53422e-03      5.64873e-06      3.55675e-08
   954.1      1.51420e-03      5.68734e-06      3.48072e-08
   954.2      1.49228e-03      5.85022e-06      3.58921e-08
   954.3      1.47023e-03      6.16955e-06      3.96293e-08
   954.4      1.45489e-03      6.42849e-06      4.34577e-08
   954.5      1.45456e-03      6.38857e-06      4.46916e-08
   954.6      1.46884e-03      6.07615e-06      4.36195e-08
   954.7      1.49031e-03      5.74276e-06      4.30755e-08
   954.8      1.51330e-03      5.60840e-06      4.55675e-08
   954.9      1.53468e-03      5.65002e-06      4.98229e-08
   955.0      1.55182e-03      5.75482e-06      5.29273e-08
   955.1      1.56215e-03      5.83686e-06      5.26600e-08
   955.2      1.56522e-03      5.84883e-06      4.96307e-08
   955.3      1.55971e-03      5.73400e-06      4.45637e-08
   955.4      1.54500e-03      5.47575e-06      3.85500e-08
   955.5      1.52363e-03      5.16159e-06      3.41674e-08
   955.6      1.49712e-03      4.87781e-06      3.43940e-08
   955.7      1.46832e-03      4.70352e-06      3.95394e-08
   955.8      1.44198e-03      4.73006e-06      4.73252e-08
   955.9      1.42282e-03      5.06128e-06      5.59438e-08
   956.0      1.41024e-03      5.51405e-06      6.32694e-08
   956.1      1.40144e-03      5.74295e-06      6.66003e-08
   956.2      1.39504e-03      5.46655e-06      6.33842e-08
   956.3      1.39244e-03      4.82107e-06      5.46006e-08
   956.4      1.39661e-03      3.99606e-06      4.12191e-08
   956.5      1.40874e-03      3.14608e-06      2.49116e-08
   956.6      1.42447e-03      2.43675e-06      1.06262e-08
   956.7      1.43931e-03      2.06897e-06      4.22188e-09
   956.8      1.44903e-03      2.12459e-06      7.57268e-09
   956.9      1.44854e-03      2.55404e-06      1.80802e-08
   957.0      1.43144e-03      3.36051e-06      3.42226e-08
   957.1      1.40046e-03      4.34030e-06      5.24504e-08
   957.2      1.36328e-03      5.13941e-06      6.74947e-08
   957.3      1.32586e-03      5.45425e-06      7.47729e-08
   957.4      1.29291e-03      5.38612e-06      7.57918e-08
   957.5      1.26992e-03      5.11010e-06      7.30780e-08
   957.6      1.26047e-03      4.73434e-06      6.80295e-08
   957.7      1.26026e-03      4.30356e-06      6.09516e-08
   957.8      1.26548e-03      3.84464e-06      5.16167e-08
   957.9      1.27287e-03      3.43119e-06      4.10396e-08
   958.0      1.27861e-03      3.22131e-06      3.23984e-08
   958.1      1.27880e-03      3.40293e-06      2.91424e-08
   958.2      1.27338e-03      3.89896e-06      3.09160e-08
   958.3      1.26472e-03      4.44566e-06      3.48357e-08
   958.4      1.25426e-03      4.82217e-06      3.86825e-08
   958.5      1.24217e-03      4.99129e-06      4.14896e-08
   958.6      1.22783e-03      4.95135e-06      4.25229e-08
   958.7      1.21088e-03      4.69560e-06      4.11027e-08
   958.8      1.19260e-03      4.30915e-06      3.75203e-08
   958.9      1.17445e-03      3.87042e-06      3.18140e-08
   959.0      1.15755e-03      3.45471e-06      2.48551e-08
   959.1      1.14271e-03      3.15847e-06      1.93776e-08
   959.2      1.13101e-03      3.09839e-06      1.84343e-08
   959.3      1.12176e-03      3.22458e-06      2.12428e-08
   959.4      1.11268e-03      3.34164e-06      2.37240e-08
   959.5      1.10173e-03      3.28753e-06      2.24727e-08
   959.6      1.08869e-03      3.17819e-06      1.99631e-08
   959.7      1.07386e-03      3.26018e-06      2.14275e-08
   959.8      1.05773e-03      3.68557e-06      3.00995e-08
   959.9      1.04295e-03      4.16392e-06      3.99121e-08
   960.0      1.03303e-03      4.30122e-06      4.26230e-08
   960.1      1.02824e-03      3.94110e-06      3.52952e-08
   960.2      1.02184e-03      3.40761e-06      2.57521e-08
   960.3      1.00626e-03      3.03440e-06      2.22920e-08
   960.4      9.83125e-04      2.93694e-06      2.59840e-08
   960.5      9.63760e-04      3.04091e-06      3.08987e-08
   960.6      9.58910e-04      3.29695e-06      3.16959e-08
   960.7      9.64788e-04      3.55565e-06      2.79642e-08
   960.8      9.70538e-04      3.59494e-06      2.13525e-08
   960.9      9.68118e-04      3.25529e-06      1.32616e-08
   961.0      9.60517e-04      2.81272e-06      6.77215e-09
   961.1      9.52954e-04      2.65930e-06      5.88044e-09
   961.2      9.47747e-04      2.98947e-06      1.23544e-08
   961.3      9.41323e-04      3.51680e-06      2.17146e-08
   961.4      9.29114e-04      3.93356e-06      2.92756e-08
   961.5      9.10242e-04      4.16321e-06      3.39394e-08
   961.6      8.88133e-04      4.38836e-06      3.86593e-08
   961.7      8.65859e-04      4.78180e-06      4.62354e-08
   961.8      8.46980e-04      5.27408e-06      5.54820e-08
   961.9      8.36276e-04      5.64202e-06      6.26792e-08
   962.0      8.38370e-04      5.68165e-06      6.43368e-08
   962.1      8.49175e-04      5.38589e-06      5.97613e-08
   962.2      8.62902e-04      4.75453e-06      4.80617e-08
   962.3      8.74859e-04      3.83267e-06      2.98162e-08
   962.4      8.80838e-04      2.93815e-06      1.26087e-08
   962.5      8.75448e-04      2.44324e-06      5.47412e-09
   962.6      8.59254e-04      2.41823e-06      1.00367e-08
   962.7      8.42323e-04      2.49856e-06      1.71613e-08
   962.8      8.34423e-04      2.34299e-06      1.82060e-08
   962.9      8.33881e-04      2.07535e-06      1.48170e-08
   963.0      8.30690e-04      2.18135e-06      1.63160e-08
   963.1      8.16362e-04      3.08793e-06      3.07481e-08
   963.2      7.95165e-04      4.37576e-06      5.18400e-08
   963.3      7.75668e-04      5.31583e-06      6.81857e-08
   963.4      7.64583e-04      5.41454e-06      7.18668e-08
   963.5      7.63476e-04      4.99844e-06      6.67420e-08
   963.6      7.74861e-04      4.46418e-06      5.73820e-08
   963.7      7.96656e-04      4.06623e-06      4.75375e-08
   963.8      8.16821e-04      3.90479e-06      4.11640e-08
   963.9      8.22620e-04      4.10574e-06      4.27191e-08
   964.0      8.13589e-04      4.57003e-06      5.10706e-08
   964.1      7.99490e-04      4.98769e-06      6.01354e-08
   964.2      7.88325e-04      5.08244e-06      6.46424e-08
   964.3      7.81100e-04      4.94648e-06      6.52469e-08
   964.4      7.76228e-04      4.82372e-06      6.49144e-08
   964.5      7.72701e-04      4.88235e-06      6.56942e-08
   964.6      7.69847e-04      5.02503e-06      6.71932e-08
   964.7      7.67198e-04      5.10307e-06      6.85556e-08
   964.8      7.64639e-04      5.03241e-06      6.89617e-08
   964.9      7.62625e-04      4.84767e-06      6.74855e-08
   965.0      7.61748e-04      4.57575e-06      6.28843e-08
   965.1      7.61066e-04      4.30465e-06      5.67702e-08
   965.2      7.57789e-04      4.21062e-06      5.41878e-08
   965.3      7.49078e-04      4.47147e-06      6.00988e-08
   965.4      7.37846e-04      4.89018e-06      7.03245e-08
   965.5      7.30371e-04      5.05005e-06      7.54604e-08
   965.6      7.31520e-04      4.62862e-06      6.81825e-08
   965.7      7.37237e-04      3.91275e-06      5.39975e-08
   965.8      7.41502e-04      3.32657e-06      4.11576e-08
   965.9      7.40794e-04      3.10966e-06      3.45003e-08
   966.0      7.36958e-04      3.09044e-06      3.17186e-08
   966.1      7.31903e-04      3.08041e-06      3.03010e-08
   966.2      7.25493e-04      3.02370e-06      2.95197e-08
   966.3      7.15092e-04      3.01315e-06      3.05664e-08
   966.4      6.97617e-04      3.14481e-06      3.48296e-08
   966.5      6.76918e-04      3.32303e-06      3.98618e-08
   966.6      6.61783e-04      3.31283e-06      4.03284e-08
   966.7      6.59727e-04      2.92044e-06      3.18106e-08
   966.8      6.65362e-04      2.38034e-06      1.97938e-08
   966.9      6.69637e-04      2.07208e-06      1.31025e-08
   967.0      6.66992e-04      2.21561e-06      1.67994e-08
   967.1      6.61032e-04      2.52301e-06      2.40576e-08
   967.2      6.56318e-04      2.64748e-06      2.66060e-08
   967.3      6.53310e-04      2.49484e-06      2.22384e-08
   967.4      6.46418e-04      2.33892e-06      1.76382e-08
   967.5      6.29264e-04      2.46210e-06      1.96919e-08
   967.6      6.03514e-04      2.84114e-06      2.80388e-08
   967.7      5.77189e-04      3.21837e-06      3.68078e-08
   967.8      5.57131e-04      3.37588e-06      4.10715e-08
   967.9      5.43258e-04      3.37687e-06      4.19100e-08
   968.0      5.33477e-04      3.38764e-06      4.25612e-08
   968.1      5.26802e-04      3.52195e-06      4.50233e-08
   968.2      5.23502e-04      3.72847e-06      4.75173e-08
   968.3      5.24759e-04      3.93343e-06      4.74178e-08
   968.4      5.30758e-04      4.05716e-06      4.32985e-08
   968.5      5.39058e-04      3.98994e-06      3.60157e-08
   968.6      5.47405e-04      3.58972e-06      2.60717e-08
   968.7      5.52828e-04      2.99815e-06      1.62518e-08
   968.8      5.50969e-04      2.65682e-06      1.21399e-08
   968.9      5.37147e-04      2.98409e-06      1.92870e-08
   969.0      5.17253e-04      3.67732e-06      3.20542e-08
   969.1      5.02513e-04      4.07341e-06      3.90926e-08
   969.2      5.01328e-04      3.68045e-06      3.19342e-08
   969.3      5.07751e-04      2.87271e-06      1.71849e-08
   969.4      5.13188e-04      2.19193e-06      4.30812e-09
   969.5      5.12210e-04      1.93866e-06     -1.30051e-09
   969.6      5.05125e-04      1.93420e-06     -2.18633e-09
   969.7      4.91789e-04      1.99369e-06     -8.88008e-10
   969.8      4.74007e-04      2.06430e-06      1.67034e-09
   969.9      4.56462e-04      2.22867e-06      6.11153e-09
   970.0      4.43648e-04      2.57894e-06      1.32697e-08
   970.1      4.35649e-04      3.01012e-06      2.09735e-08
   970.2      4.30335e-04      3.28575e-06      2.48960e-08
   970.3      4.26129e-04      3.21515e-06      2.15229e-08
   970.4      4.21603e-04      2.97802e-06      1.48462e-08
   970.5      4.15214e-04      2.85744e-06      1.10063e-08
   970.6      4.06267e-04      3.02584e-06      1.37255e-08
   970.7      3.96948e-04      3.36356e-06      2.02193e-08
   970.8      3.89870e-04      3.73857e-06      2.74076e-08
   970.9      3.86355e-04      4.04346e-06      3.31244e-08
   971.0      3.86065e-04      4.17217e-06      3.58258e-08
   971.1      3.89069e-04      3.99791e-06      3.36213e-08
   971.2      3.92993e-04      3.63089e-06      2.82178e-08
   971.3      3.93251e-04      3.36523e-06      2.41077e-08
   971.4      3.85997e-04      3.44590e-06      2.49576e-08
   971.5      3.76895e-04      3.68623e-06      2.76407e-08
   971.6      3.75594e-04      3.73588e-06      2.63340e-08
   971.7      3.87923e-04      3.36083e-06      1.73259e-08
   971.8      4.04475e-04      2.75228e-06      5.01173e-09
   971.9      4.13378e-04      2.14705e-06     -5.10560e-09
   972.0      4.08512e-04      1.75262e-06     -9.12613e-09
   972.1      3.93119e-04      1.77515e-06     -5.26136e-09
   972.2      3.69282e-04      2.48729e-06      9.42866e-09
   972.3      3.41873e-04      3.68705e-06      3.11921e-08
   972.4      3.19297e-04      4.71042e-06      4.95636e-08
   972.5      3.09608e-04      4.94743e-06      5.48427e-08
   972.6      3.09800e-04      4.59469e-06      5.01647e-08
   972.7      3.12489e-04      4.18604e-06      4.39452e-08
   972.8      3.12655e-04      4.09672e-06      4.20704e-08
   972.9      3.11715e-04      4.18724e-06      4.27113e-08
   973.0      3.12555e-04      4.21770e-06      4.25135e-08
   973.1      3.16588e-04      4.05684e-06      3.95709e-08
   973.2      3.22094e-04      3.77832e-06      3.46856e-08
   973.3      3.27229e-04      3.45672e-06      2.86159e-08
   973.4      3.30501e-04      3.18803e-06      2.30136e-08
   973.5      3.30453e-04      3.11797e-06      2.09712e-08
   973.6      3.25282e-04      3.40628e-06      2.58107e-08
   973.7      3.16596e-04      3.90106e-06      3.48658e-08
   973.8      3.07911e-04      4.26409e-06      4.19457e-08
   973.9      3.02020e-04      4.22873e-06      4.21758e-08
   974.0      2.98605e-04      3.97753e-06      3.84898e-08
   974.1      2.96765e-04      3.80741e-06      3.57682e-08
   974.2      2.96155e-04      3.86165e-06      3.63195e-08
   974.3      2.97104e-04      3.89637e-06      3.61072e-08
   974.4      3.00357e-04      3.60358e-06      2.99551e-08
   974.5      3.05250e-04      2.95611e-06      1.75815e-08
   974.6      3.08867e-04      2.32572e-06      5.72048e-09
   974.7      3.08060e-04      2.09309e-06      1.29801e-09
   974.8      3.02618e-04      2.31118e-06      5.26994e-09
   974.9      2.94110e-04      2.83581e-06      1.50112e-08
   975.0      2.83473e-04      3.57407e-06      2.88375e-08
   975.1      2.71514e-04      4.37123e-06      4.37332e-08
   975.2      2.58892e-04      5.03962e-06      5.59886e-08
   975.3      2.46072e-04      5.44986e-06      6.31132e-08
   975.4      2.33476e-04      5.69357e-06      6.72586e-08
   975.5      2.21624e-04      5.87514e-06      7.09502e-08
   975.6      2.11102e-04      6.03424e-06      7.52314e-08
   975.7      2.02693e-04      6.12145e-06      7.89904e-08
   975.8      1.97673e-04      6.06690e-06      8.08274e-08
   975.9      1.98009e-04      5.84858e-06      7.96542e-08
   976.0      2.06847e-04      5.47949e-06      7.43545e-08
   976.1      2.27780e-04      4.95446e-06      6.35250e-08
   976.2      2.53481e-04      4.37064e-06      5.03175e-08
   976.3      2.71104e-04      3.87760e-06      4.01412e-08
   976.4      2.71389e-04      3.57918e-06      3.67543e-08
   976.5      2.63824e-04      3.34952e-06      3.57459e-08
   976.6      2.61609e-04      3.00979e-06      3.08555e-08
   976.7      2.70050e-04      2.51131e-06      1.99499e-08
   976.8      2.77975e-04      2.09082e-06      9.92391e-09
   976.9      2.72337e-04      2.03063e-06      8.81580e-09
   977.0      2.52555e-04      2.32050e-06      1.68459e-08
   977.1      2.32174e-04      2.61077e-06      2.53072e-08
   977.2      2.24041e-04      2.57450e-06      2.60413e-08
   977.3      2.27532e-04      2.29227e-06      2.02481e-08
   977.4      2.34937e-04      2.07975e-06      1.43370e-08
   977.5      2.40513e-04      2.18102e-06      1.32272e-08
   977.6      2.44190e-04      2.42572e-06      1.47461e-08
   977.7      2.47356e-04      2.52313e-06      1.47562e-08
   977.8      2.51198e-04      2.31224e-06      1.08806e-08
   977.9      2.56835e-04      1.99050e-06      5.38174e-09
   978.0      2.65751e-04      1.79281e-06      9.63488e-10
   978.1      2.77601e-04      1.76561e-06     -1.73303e-09
   978.2      2.89007e-04      1.69312e-06     -4.86084e-09
   978.3      2.96453e-04      1.34867e-06     -1.06792e-08
   978.4      2.99298e-04      7.86502e-07     -1.84919e-08
   978.5      2.98692e-04      2.72836e-07     -2.53292e-08
   978.6      2.95329e-04      3.60597e-08     -2.86437e-08
   978.7      2.91480e-04      4.63373e-09     -2.97885e-08
   978.8      2.90230e-04      8.39321e-09     -3.15194e-08
   978.9      2.93453e-04     -3.28247e-08     -3.50087e-08
   979.0      2.97784e-04      6.33760e-08     -3.60239e-08
   979.1      2.98889e-04      5.67577e-07     -2.85821e-08
   979.2      2.94545e-04      1.53175e-06     -1.11976e-08
   979.3      2.86262e-04      2.56298e-06      8.55511e-09
   979.4      2.75144e-04      3.24667e-06      2.28412e-08
   979.5      2.63464e-04      3.42935e-06      2.84159e-08
   979.6      2.55092e-04      3.16447e-06      2.55593e-08
   979.7      2.53978e-04      2.43701e-06      1.33671e-08
   979.8      2.58505e-04      1.40976e-06     -4.80723e-09
   979.9      2.64683e-04      3.21622e-07     -2.37157e-08
   980.0      2.69767e-04     -6.32042e-07     -3.92518e-08
   980.1      2.74567e-04     -1.36409e-06     -5.09887e-08
   980.2      2.80814e-04     -1.76643e-06     -5.86925e-08
   980.3      2.89115e-04     -1.77963e-06     -6.19819e-08
   980.4      2.97313e-04     -1.53631e-06     -6.12624e-08
   980.5      3.02855e-04     -1.14365e-06     -5.62510e-08
   980.6      3.05483e-04     -6.97012e-07     -4.81457e-08
   980.7      3.07733e-04     -3.11299e-07     -4.04679e-08
   980.8      3.12021e-04     -1.00612e-07     -3.66021e-08
   980.9      3.18206e-04     -1.66952e-08     -3.58916e-08
   981.0      3.24579e-04      9.24155e-08     -3.51800e-08
   981.1      3.29791e-04      3.57615e-07     -3.18066e-08
   981.2      3.34222e-04      7.77668e-07     -2.56549e-08
   981.3      3.38767e-04      1.33167e-06     -1.70129e-08
   981.4      3.43535e-04      1.97585e-06     -6.56935e-09
   981.5      3.46311e-04      2.52219e-06      2.41812e-09
   981.6      3.44073e-04      2.73329e-06      5.87196e-09
   981.7      3.37186e-04      2.52225e-06      2.35886e-09
   981.8      3.31919e-04      2.05780e-06     -5.09151e-09
   981.9      3.34907e-04      1.47861e-06     -1.38897e-08
   982.0      3.44452e-04      9.81303e-07     -2.09032e-08
   982.1      3.51812e-04      8.54438e-07     -2.18352e-08
   982.2      3.49221e-04      1.38404e-06     -1.23428e-08
   982.3      3.40123e-04      2.26017e-06      2.87838e-09
   982.4      3.32549e-04      2.91648e-06      1.53025e-08
   982.5      3.32209e-04      2.95657e-06      1.89079e-08
   982.6      3.36073e-04      2.69452e-06      1.78615e-08
   982.7      3.39710e-04      2.56699e-06      1.80050e-08
   982.8      3.40639e-04      2.80785e-06      2.26162e-08
   982.9      3.39689e-04      3.28071e-06      3.04731e-08
   983.0      3.37716e-04      3.85292e-06      4.04560e-08
   983.1      3.36239e-04      4.41281e-06      5.06622e-08
   983.2      3.37877e-04      4.83905e-06      5.77949e-08
   983.3      3.45437e-04      5.00369e-06      5.84255e-08
   983.4      3.56730e-04      4.97867e-06      5.45636e-08
   983.5      3.66648e-04      4.94404e-06      5.12544e-08
   983.6      3.71006e-04      5.03808e-06      5.24263e-08
   983.7      3.70821e-04      5.22474e-06      5.65631e-08
   983.8      3.68046e-04      5.42704e-06      6.08569e-08
   983.9      3.64472e-04      5.58637e-06      6.35148e-08
   984.0      3.62950e-04      5.67261e-06      6.48780e-08
   984.1      3.66962e-04      5.64529e-06      6.53572e-08
   984.2      3.77848e-04      5.47362e-06      6.45352e-08
   984.3      3.93798e-04      5.14241e-06      6.08315e-08
   984.4      4.13754e-04      4.61086e-06      5.21852e-08
   984.5      4.34745e-04      3.94603e-06      3.98640e-08
   984.6      4.51911e-04      3.29910e-06      2.76533e-08
   984.7      4.60927e-04      2.81056e-06      1.89142e-08
   984.8      4.66456e-04      2.52857e-06      1.40231e-08
   984.9      4.76768e-04      2.50113e-06      1.27797e-08
   985.0      4.96996e-04      2.77728e-06      1.54365e-08
   985.1      5.20003e-04      3.26220e-06      2.15518e-08
   985.2      5.36284e-04      3.86666e-06      3.11785e-08
   985.3      5.41393e-04      4.50056e-06      4.34495e-08
   985.4      5.40108e-04      5.02326e-06      5.48950e-08
   985.5      5.36884e-04      5.26783e-06      6.16445e-08
   985.6      5.36067e-04      5.24687e-06      6.33072e-08
   985.7      5.42978e-04      5.15285e-06      6.28071e-08
   985.8      5.63455e-04      5.14903e-06      6.24515e-08
   985.9      5.93055e-04      5.20833e-06      6.18505e-08
   986.0      6.22126e-04      5.20430e-06      5.90770e-08
   986.1      6.42958e-04      5.05720e-06      5.31008e-08
   986.2      6.55464e-04      4.95041e-06      4.89230e-08
   986.3      6.60272e-04      5.16039e-06      5.38900e-08
   986.4      6.59641e-04      5.75199e-06      7.02114e-08
   986.5      6.63071e-04      6.18390e-06      8.50382e-08
   986.6      6.81929e-04      5.79779e-06      8.30896e-08
   986.7      7.16233e-04      4.58821e-06      6.31698e-08
   986.8      7.50246e-04      3.45426e-06      4.32971e-08
   986.9      7.68493e-04      3.29500e-06      4.13041e-08
   987.0      7.73862e-04      3.99829e-06      5.54958e-08
   987.1      7.82140e-04      4.76627e-06      7.09825e-08
   987.2      8.06482e-04      4.93903e-06      7.54978e-08
   987.3      8.40492e-04      4.61505e-06      7.12598e-08
   987.4      8.71085e-04      4.11755e-06      6.49242e-08
   987.5      8.89788e-04      3.67520e-06      6.10248e-08
   987.6      9.03182e-04      3.35873e-06      5.94527e-08
   987.7      9.19967e-04      3.23543e-06      5.96373e-08
   987.8      9.43372e-04      3.31701e-06      6.12127e-08
   987.9      9.67390e-04      3.48980e-06      6.37693e-08
   988.0      9.85461e-04      3.64561e-06      6.70358e-08
   988.1      9.98772e-04      3.67003e-06      6.93243e-08
   988.2      1.01602e-03      3.41336e-06      6.71687e-08
   988.3      1.04568e-03      2.70308e-06      5.68308e-08
   988.4      1.08514e-03      1.68101e-06      4.06327e-08
   988.5      1.12671e-03      6.36706e-07      2.37013e-08
   988.6      1.16431e-03     -2.02353e-07      1.01005e-08
   988.7      1.19529e-03     -8.05099e-07      8.59676e-10
   988.8      1.21665e-03     -1.15222e-06     -3.01130e-09
   988.9      1.22795e-03     -1.21345e-06     -8.85726e-10
   989.0      1.23775e-03     -1.01091e-06      5.32023e-09
   989.1      1.25561e-03     -5.20628e-07      1.41732e-08
   989.2      1.28340e-03      1.92245e-07      2.43511e-08
   989.3      1.31325e-03      9.15560e-07      3.41893e-08
   989.4      1.33788e-03      1.44644e-06      4.20823e-08
   989.5      1.35913e-03      1.79875e-06      4.84641e-08
   989.6      1.38548e-03      2.13035e-06      5.52013e-08
   989.7      1.42501e-03      2.56014e-06      6.36481e-08
   989.8      1.47795e-03      2.99129e-06      7.15818e-08
   989.9      1.54369e-03      3.23872e-06      7.51609e-08
   990.0      1.62207e-03      3.17429e-06      7.19050e-08
   990.1      1.70785e-03      2.91639e-06      6.54104e-08
   990.2      1.79585e-03      2.59901e-06      5.99746e-08
   990.3      1.88661e-03      2.31906e-06      5.80176e-08
   990.4      1.98984e-03      2.14625e-06      5.92143e-08
   990.5      2.11828e-03      2.16865e-06      6.36447e-08
   990.6      2.27639e-03      2.33011e-06      7.02254e-08
   990.7      2.46162e-03      2.42754e-06      7.65430e-08
   990.8      2.67625e-03      2.26008e-06      8.04032e-08
   990.9      2.91483e-03      1.72952e-06      8.12092e-08
   991.0      3.16946e-03      7.38086e-07      7.87808e-08
   991.1      3.43446e-03     -8.37120e-07      7.27931e-08
   991.2      3.69545e-03     -2.85619e-06      6.48536e-08
   991.3      3.93471e-03     -5.18376e-06      5.68029e-08
   991.4      4.13148e-03     -7.65560e-06      4.98938e-08
   991.5      4.25998e-03     -9.88318e-06      4.44241e-08
   991.6      4.28017e-03     -1.14139e-05      4.05801e-08
   991.7      4.18105e-03     -1.20839e-05      3.76353e-08
   991.8      3.99418e-03     -1.21134e-05      3.34512e-08
   991.9      3.73612e-03     -1.16337e-05      2.54427e-08
   992.0      3.43891e-03     -1.08259e-05      1.40747e-08
   992.1      3.14761e-03     -9.91191e-06      1.86370e-09
   992.2      2.90325e-03     -9.07744e-06     -9.18860e-09
   992.3      2.71410e-03     -8.42633e-06     -1.93753e-08
   992.4      2.58521e-03     -8.05877e-06     -2.96084e-08
   992.5      2.52305e-03     -8.03215e-06     -3.98961e-08
   992.6      2.50479e-03     -8.14777e-06     -4.78896e-08
   992.7      2.50939e-03     -8.16539e-06     -5.00596e-08
   992.8      2.52195e-03     -7.98368e-06     -4.55966e-08
   992.9      2.53046e-03     -7.75163e-06     -3.95606e-08
   993.0      2.52269e-03     -7.62891e-06     -3.71419e-08
   993.1      2.49832e-03     -7.59449e-06     -3.82093e-08
   993.2      2.46870e-03     -7.44456e-06     -3.73666e-08
   993.3      2.44401e-03     -6.98390e-06     -2.94852e-08
   993.4      2.43090e-03     -6.37222e-06     -1.71605e-08
   993.5      2.43632e-03     -5.96805e-06     -7.07771e-09
   993.6      2.46603e-03     -6.02306e-06     -4.05790e-09
   993.7      2.50407e-03     -6.15108e-06     -3.17622e-09
   993.8      2.52860e-03     -5.76496e-06      3.32500e-09
   993.9      2.52576e-03     -4.59455e-06      1.87744e-08
   994.0      2.50350e-03     -3.29469e-06      3.40726e-08
   994.1      2.46926e-03     -2.64284e-06      3.80869e-08
   994.2      2.43159e-03     -2.90150e-06      2.75958e-08
   994.3      2.40361e-03     -3.62631e-06      1.05257e-08
   994.4      2.39992e-03     -4.43038e-06     -6.03427e-09
   994.5      2.42104e-03     -5.04456e-06     -1.82874e-08
   994.6      2.45816e-03     -5.22715e-06     -2.40038e-08
   994.7      2.50466e-03     -4.71540e-06     -2.03545e-08
   994.8      2.54680e-03     -3.72400e-06     -9.83988e-09
   994.9      2.56574e-03     -2.62325e-06      3.51076e-09
   995.0      2.54518e-03     -1.69254e-06      1.63611e-08
   995.1      2.48938e-03     -1.00037e-06      2.55205e-08
   995.2      2.40079e-03     -6.28196e-07      2.68111e-08
   995.3      2.28429e-03     -5.76217e-07      1.90630e-08
   995.4      2.15849e-03     -6.04362e-07      8.58919e-09
   995.5      2.04191e-03     -4.69578e-07      1.88399e-09
   995.6      1.94772e-03     -1.41892e-07      7.32232e-10
   995.7      1.88698e-03      1.87345e-07      2.31599e-09
   995.8      1.87487e-03      3.49029e-07      4.48979e-09
   995.9      1.89910e-03      4.08277e-07      6.87936e-09
   996.0      1.93240e-03      5.73669e-07      1.01715e-08
   996.1      1.95239e-03      1.02159e-06      1.49582e-08
   996.2      1.94897e-03      1.64997e-06      2.00704e-08
   996.3      1.91143e-03      2.28289e-06      2.36501e-08
   996.4      1.83237e-03      2.78163e-06      2.43859e-08
   996.5      1.72746e-03      3.09180e-06      2.31298e-08
   996.6      1.61136e-03      3.13022e-06      2.06348e-08
   996.7      1.49561e-03      2.90264e-06      1.74609e-08
   996.8      1.39057e-03      2.59316e-06      1.42469e-08
   996.9      1.30847e-03      2.38338e-06      1.17118e-08
   997.0      1.25367e-03      2.39293e-06      1.12527e-08
   997.1      1.22537e-03      2.72348e-06      1.52548e-08
   997.2      1.22724e-03      3.51059e-06      2.65370e-08
   997.3      1.25471e-03      4.58809e-06      4.31937e-08
   997.4      1.30222e-03      5.66740e-06      6.15923e-08
